DATE,BLOCK,PLOT,BURNED,RODENTS,TRANSECT,SPECIES,1,2,3,4,5,6,7,8,9,10,11,12,mean,OrangeFrame,Density (m^2)
2013,1,UN,U,N,1,RATE,18,25,27,3,0,18,26,28,7,39,11,20,18.5,N,148
2013,1,UN,U,N,1,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,1,ELEL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,1,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,1,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,1,BRTE,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0
2013,1,BN,B,N,1,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,1,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,1,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,1,HAGL,0,0,0,4,1,2,6,5,1,7,1,11,3.166666667,N,25.33333333
2013,1,BN,B,N,1,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,1,RATE,3,2,4,3,2,0,1,3,1,0,5,6,2.5,N,20
2013,1,BN,B,N,1,SIAL2,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333,N,0.666666667
2013,1,UN,U,N,2,ELEL,0,0,1,0,0,0,0,0,0,0,0,0,0.083333333,N,0.666666667
2013,1,UN,U,N,2,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,2,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,2,BRTE,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0
2013,1,UN,U,N,2,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,2,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,2,DEPI,0,0,0,0,0,0,0,0,0,0,3,0,0.25,N,2
2013,1,UN,U,N,2,HAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,2,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,2,RATE,1,8,9,1,6,33,18,29,27,10,15,21,14.83333333,N,118.6666667
2013,1,UN,U,N,2,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,1,ELEL,0,0,0,0,0,1,0,0,0,0,0,0,0.083333333,N,0.666666667
2013,1,BS,B,S,1,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,1,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,1,BRTE,18,3,27,13,41,3,3,0,0,0,0,0,9,Y,360
2013,1,BS,B,S,1,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,1,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,1,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,1,HAGL,1,0,0,2,0,0,0,0,0,0,0,0,0.25,N,2
2013,1,BS,B,S,1,MEAL,0,0,0,0,0,0,0,0,0,0,2,0,0.166666667,N,1.333333333
2013,1,BS,B,S,1,RATE,5,2,0,0,0,2,6,4,1,3,8,1,2.666666667,N,21.33333333
2013,1,BS,B,S,1,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,3,ELEL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,3,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,3,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,3,BRTE,0,0,3,1,0,0,0,0,0,0,0,0,0.333333333,Y,13.33333333
2013,3,UN,U,N,3,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,3,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,3,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,3,HAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,3,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,3,RATE,17,12,3,4,24,0,3,6,7,5,15,23,9.916666667,N,79.33333333
2013,3,UN,U,N,3,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,2,ELEL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,2,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,2,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,2,BRTE,0,1,0,0,0,0,0,0,0,0,0,0,0.083333333,Y,3.333333333
2013,3,US,U,S,2,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,2,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,2,DEPI,0,0,0,0,0,0,0,0,1,0,1,0,0.166666667,N,1.333333333
2013,3,US,U,S,2,HAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,2,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,2,RATE,2,12,3,34,17,3,27,21,16,9,40,33,18.08333333,N,144.6666667
2013,3,US,U,S,2,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,2,PURPLE MUSTARD,0,0,0,0,0,0,0,0,0,0,1,0,0.083333333,N,0.666666667
2013,3,BN,B,N,1,ELEL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,1,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,1,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,1,BRTE,0,0,0,12,0,0,0,0,0,0,0,0,1,Y,40
2013,3,BN,B,N,1,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,1,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,1,DEPI,0,1,0,0,0,0,0,0,0,0,0,0,0.083333333,N,0.666666667
2013,3,BN,B,N,1,HAGL,12,12,3,7,11,3,1,1,0,0,0,1,4.25,N,34
2013,3,BN,B,N,1,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,1,RATE,0,1,1,10,0,0,1,0,1,0,0,0,1.166666667,N,9.333333333
2013,3,BN,B,N,1,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,3,ELEL,1,0,1,0,0,0,0,0,0,1,0,0,0.25,N,2
2013,3,US,U,S,3,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,3,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,3,BRTE,0,0,0,0,0,0,0,0,0,0,5,1,0.5,Y,20
2013,3,US,U,S,3,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,3,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,3,DEPI,0,0,0,0,0,0,0,0,1,0,0,2,0.25,N,2
2013,3,US,U,S,3,HAGL,0,2,0,0,0,0,0,0,0,0,0,0,0.166666667,N,1.333333333
2013,3,US,U,S,3,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,3,RATE,38,20,8,17,15,12,5,23,14,28,13,19,17.66666667,N,141.3333333
2013,3,US,U,S,3,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BS,B,S,3,ELEL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BS,B,S,3,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BS,B,S,3,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BS,B,S,3,BRTE,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0
2013,3,BS,B,S,3,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BS,B,S,3,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BS,B,S,3,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BS,B,S,3,HAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BS,B,S,3,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BS,B,S,3,RATE,0,0,2,3,2,0,5,2,3,1,0,7,2.083333333,N,16.66666667
2013,3,BS,B,S,3,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,3,ELEL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,3,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,3,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,3,BRTE,2,10,7,4,7,8,8,12,10,11,9,3,7.583333333,Y,303.3333333
2013,3,BN,B,N,3,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,3,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,3,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,3,HAGL,8,0,0,2,1,5,7,17,13,5,12,5,6.25,N,50
2013,3,BN,B,N,3,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,BN,B,N,3,RATE,0,4,1,10,3,2,3,2,1,0,0,3,2.416666667,N,19.33333333
2013,3,BN,B,N,3,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,1,ELEL,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333,N,0.666666667
2013,3,US,U,S,1,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,1,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,1,BRTE,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0
2013,3,US,U,S,1,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,1,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,1,DEPI,0,1,0,0,0,0,1,1,0,2,0,0,0.416666667,N,3.333333333
2013,3,US,U,S,1,HAGL,0,0,0,0,0,4,0,0,0,0,0,0,0.333333333,N,2.666666667
2013,3,US,U,S,1,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,US,U,S,1,RATE,75,69,28,61,66,24,53,66,52,65,55,63,56.41666667,N,451.3333333
2013,3,US,U,S,1,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,2,ELEL,1,0,0,0,0,0,0,0,0,0,0,0,0.083333333,N,0.666666667
2013,3,UN,U,N,2,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,2,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,2,BRTE,6,0,0,1,0,1,0,0,0,0,0,0,0.666666667,Y,26.66666667
2013,3,UN,U,N,2,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,2,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,2,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,2,HAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,2,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,3,UN,U,N,2,RATE,53,52,46,72,45,90,20,3,15,39,19,65,43.25,N,346
2013,3,UN,U,N,2,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,2,ELEL,0,0,1,0,0,0,0,0,0,0,0,0,0.083333333,N,0.666666667
2013,1,BS,B,S,2,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,2,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,2,BRTE,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0
2013,1,BS,B,S,2,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,2,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,2,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,2,HAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,2,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,2,RATE,0,2,1,1,1,1,1,4,9,0,0,1,1.75,N,14
2013,1,BS,B,S,2,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,2,ELEL,0,0,0,1,0,0,0,0,0,0,1,1,0.25,N,2
2013,1,BN,B,N,2,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,2,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,2,BRTE,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0
2013,1,BN,B,N,2,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,2,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,2,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,2,HAGL,0,1,0,0,0,0,5,1,5,2,6,4,2,N,16
2013,1,BN,B,N,2,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,2,RATE,0,1,5,1,5,3,6,3,5,1,4,1,2.916666667,N,23.33333333
2013,1,BN,B,N,2,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,2,UKL,0,0,0,0,0,0,0,1,0,0,0,0,0.083333333,N,0.666666667
2013,1,UN,U,N,3,ELEL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,3,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,3,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,3,BRTE,0,0,0,0,0,0,0,0,0,1,0,0,0.083333333,Y,3.333333333
2013,1,UN,U,N,3,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,3,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,3,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,3,HAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,3,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,UN,U,N,3,RATE,18,25,32,29,95,96,95,86,97,31,20,25,54.08333333,N,432.6666667
2013,1,UN,U,N,3,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,US,U,S,3,ELEL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,US,U,S,3,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,US,U,S,3,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,US,U,S,3,BRTE,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0
2013,1,US,U,S,3,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,US,U,S,3,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,US,U,S,3,DEPI,0,0,0,0,0,0,0,0,0,1,0,0,0.083333333,N,0.666666667
2013,1,US,U,S,3,HAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,US,U,S,3,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,US,U,S,3,RATE,18,28,26,91,15,48,11,24,48,61,34,30,36.16666667,N,289.3333333
2013,1,US,U,S,3,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,US,U,S,3,PURPLE MUSTARD,0,0,0,0,0,0,0,0,0,1,0,0,0.083333333,N,0.666666667
2013,1,BS,B,S,3,ELEL,2,1,1,0,1,0,0,0,0,0,0,0,0.416666667,N,3.333333333
2013,1,BS,B,S,3,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,3,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,3,BRTE,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0
2013,1,BS,B,S,3,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,3,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,3,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,3,HAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,3,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BS,B,S,3,RATE,9,0,8,12,2,0,0,1,6,4,0,0,3.5,N,28
2013,1,BS,B,S,3,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,3,ELEL,1,0,1,0,0,0,0,0,0,0,1,0,0.25,N,2
2013,1,BN,B,N,3,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,3,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,3,BRTE,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0
2013,1,BN,B,N,3,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,3,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,3,DEPI,1,0,0,0,0,0,0,0,0,0,0,0,0.083333333,N,0.666666667
2013,1,BN,B,N,3,HAGL,0,0,0,0,0,0,0,1,2,2,1,0,0.5,N,4
2013,1,BN,B,N,3,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,1,BN,B,N,3,RATE,0,7,7,1,6,0,6,1,0,7,0,6,3.416666667,N,27.33333333
2013,1,BN,B,N,3,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,1,ELEL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,1,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,1,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,1,BRTE,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0
2013,2,UN,U,N,1,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,1,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,1,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,1,HAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,1,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,1,RATE,5,21,3,12,11,10,7,0,8,32,6,17,11,N,88
2013,2,UN,U,N,1,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,BN,B,N,1,ELEL,0,0,0,1,0,1,0,0,0,0,0,0,0.166666667,N,1.333333333
2013,2,BN,B,N,1,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,BN,B,N,1,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,BN,B,N,1,BRTE,0,0,2,0,0,0,2,0,0,0,0,0,0.333333333,Y,13.33333333
2013,2,BN,B,N,1,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,BN,B,N,1,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,BN,B,N,1,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,BN,B,N,1,HAGL,0,0,1,0,0,0,0,0,0,0,0,0,0.083333333,N,0.666666667
2013,2,BN,B,N,1,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,BN,B,N,1,RATE,5,1,2,4,5,4,5,9,2,6,4,1,4,N,32
2013,2,BN,B,N,1,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,1,ELEL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,1,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,1,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,1,BRTE,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0
2013,2,US,U,S,1,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,1,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,1,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,1,HAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,1,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,1,RATE,33,7,18,20,6,11,22,15,14,2,0,1,12.41666667,N,99.33333333
2013,2,US,U,S,1,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,3,ELEL,0,0,0,0,0,0,0,1,0,0,0,0,0.083333333,N,0.666666667
2013,2,UN,U,N,3,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,3,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,3,BRTE,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0
2013,2,UN,U,N,3,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,3,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,3,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,3,HAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,3,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,3,RATE,3,4,3,0,12,15,4,21,3,2,6,18,7.583333333,N,60.66666667
2013,2,UN,U,N,3,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,2,ELEL,0,0,0,0,0,0,1,0,0,0,0,0,0.083333333,N,0.666666667
2013,2,US,U,S,2,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,2,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,2,BRTE,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0
2013,2,US,U,S,2,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,2,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,2,DEPI,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,2,HAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,2,MEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,US,U,S,2,RATE,7,45,37,43,89,66,70,57,68,23,45,17,47.25,N,378
2013,2,US,U,S,2,SIAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,2,ELEL,0,0,0,0,0,0,0,1,0,0,0,0,0.083333333,N,0.666666667
2013,2,UN,U,N,2,ACHY,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,2,POSA,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,2,BRTE,0,0,1,0,0,0,0,0,0,0,0,0,0.083333333,Y,3.333333333
2013,2,UN,U,N,2,HOVU,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,2,ALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0
2013,2,UN,U,N,2,DEPI,0,0,0,1,0,0,0,0,0,0,0,0,0.083333333,N,0.666666667
